Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name
ELEC,Via Rail Canada Inc. - Vancouver,1150 Station Street,,Vancouver,BC,V6A 2X7,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,49.274278,-123.098444,2023-03-16,153208,2023-03-16 00:47:22 UTC,,,,2020-01-31,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Petro-Canada EV Fast Charger,1885 Highway 1 W,,Kamloops,BC,V1S 1J7,,778-471-5726,E,,Public,24 hours daily,,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,200-8,50.6593935,-120.3970424,2021-06-07,153617,2022-06-03 20:40:05 UTC,P,,,2020-01-23,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.27 per minute,$0.27 par minute,,,,,,,,,FALSE,,,,,
ELEC,BC Hydro - Williams Lake City Hall,450 Mart St,,Williams Lake,BC,V2G 1N3,,250-392-2311  866-338-3369,E,,Public,24 hours daily; 40 minute limit,,,,,,,1,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,52.12914,-122.139767,2022-04-13,153621,2022-07-26 14:30:40 UTC,LG,,,2020-01-30,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour; 40 minutes au maximum,,Public,,public,,,MUNI_GOV,,,,,,,$0.21 per minute,"0,21 $ par minute",,,,,,,,,FALSE,,,,,
ELEC,BC Hydro - Tempo Gas Bar,39126 Highway 97 S,,Hixon,BC,V0K 1S0,,250-998-4666  866-338-3369,E,,Public,24 hours daily,,,,,,,1,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,53.41968231,-122.5844912,2022-04-13,153625,2022-07-26 14:30:40 UTC,P,,,2020-01-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.21 per minute,"$0,21 par minute",,,,,,,,,FALSE,,,,,
ELEC,BC Hydro - South Delta Recreation Centre,1720 56th St,,Delta,BC,V4L 2B1,,604-952-3020  866-338-3369,E,,Public,24 hours daily,,,,,,,1,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,200-9,49.036173,-123.06703,2022-04-13,153626,2022-07-26 14:30:40 UTC,P,,,2019-11-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,$0.21 per minute,"$0,21 par minute",,,,,,,,,FALSE,,,,,
ELEC,Hwy 3A  Kootenay Bay Rest Area,BC-3A,,KOOTENAY BAY FERRY LANDING,BC,V0B 2B0,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.675305,-116.872428,2023-03-16,153841,2023-03-16 00:47:22 UTC,,,,2020-02-20,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Australian Rest Area,Windt Road,,Quesnel,BC,V2J 6L6,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,52.710687,-122.456997,2023-03-16,153844,2023-03-16 00:47:22 UTC,,,,2020-02-20,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SFU STATION 1,13419 103 Ave,,Surrey,BC,V3T 1R7,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.189138,-122.850602,2023-03-16,153891,2023-03-16 00:17:51 UTC,,,,2020-02-22,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SFU STATION 2,13419 103 Ave,,Surrey,BC,V3T 1S6,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.190725,-122.850461,2023-03-16,153892,2023-03-16 00:17:51 UTC,,,,2020-02-22,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Kidd Creek Rest Area,6725 BC-3,,Kitchener,BC,V0B 1W1,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,49.162232,-116.265736,2023-03-16,154190,2023-03-16 00:47:22 UTC,,,,2020-02-29,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,625 Howe St,625 Howe St,,Vancouver,BC,V6C 2T6,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.284527,-123.117874,2023-03-16,154394,2023-03-16 00:47:22 UTC,,,,2020-03-10,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITYOFVANCOUVER TRILLIUM DCFC1,Thornton St,,Vancouver,BC,V6A 3X2,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.2745,-123.09247,2023-03-16,154456,2023-03-16 00:19:48 UTC,,,,2020-03-13,,,,,CHADEMO J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,COQUITLAM CHARGER 1,633 Poirier St,,Coquitlam,BC,V3J 6B1,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.254064,-122.84602,2023-03-16,154457,2023-03-16 00:18:15 UTC,,,,2020-03-13,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Vernon Gas Bar,3530 27 St,,Vernon,BC,V1T 9P1,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,50.267712,-119.267196,2023-03-16,154491,2023-03-16 00:47:22 UTC,,,,2020-03-14,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,888 Dunsmuir St,888 Dunsmuir,,Vancouver,BC,V6C 3K4,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.284425,-123.118167,2023-03-16,154523,2023-03-16 00:47:22 UTC,,,,2020-03-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Main Terminal,3035 Airport Road,,Kamloops,BC,V2B 7X1,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,50.705448,-120.442469,2023-03-16,154562,2023-03-16 00:47:22 UTC,,,,2020-03-19,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,423 Davies St.,423 Davies St.,,Salmo,BC,V0G 1Z0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.193332,-117.278734,2023-03-16,154610,2023-03-16 00:47:22 UTC,,,,2020-03-23,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITYOFVANCOUVER CITY HALL 5,453 W 12th Ave,,Vancouver,BC,V5Y 1V4,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.26122,-123.11374,2023-03-16,154621,2023-03-16 00:22:46 UTC,,,,2020-03-24,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CITYOFVANCOUVER CITY HALL DCFC2,2710 Yukon St,,Vancouver,BC,V5Y 3R1,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.261093,-123.11318,2023-03-16,154622,2023-03-16 00:22:46 UTC,,,,2020-03-24,,,,,CHADEMO J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Powell River - Historical Museum,4798 Marine Avenue,,Powell River,BC,V8A 4Z5,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.846295,-124.529262,2023-03-16,154712,2023-03-16 00:47:22 UTC,,,,2020-03-25,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Delta Rise,11967 80 Avenue,,Delta,BC,V4C 0E2,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.149127,-122.892097,2023-03-16,154788,2023-03-16 00:47:22 UTC,,,,2020-03-27,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Lions Gate Hospital,1361 St. Andrews Ave,,North Vancouver,BC,V7L 3L4,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,49.320944,-123.0671,2023-03-16,155160,2023-03-16 00:47:22 UTC,,,,2020-04-03,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,The Glades,457 172nd Street,,Surrey,BC,V3S 9R3,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.010455,-122.747399,2023-03-16,155253,2023-03-16 00:47:22 UTC,,,,2020-04-08,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Petro-Canada,2054 Whatcom Rd,,Abbotsford,BC,V3G 2K8,,604-850-8951,E,,Public,24 hours daily,A Cash D Debit M V,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,200-9,49.040594,-122.22035,2022-07-08,155357,2022-07-08 16:02:07 UTC,P,,,2020-03-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.27 per minute,$0.27 par minute,,,,,,,,,FALSE,,,,,
ELEC,Petro-Canada EV Fast Charger,626 Old Hope Princeton Way,,Hope,BC,V0X 1L4,,604-869-7288  800-668-0220,E,,Public - Credit card at all times,24 hours daily,Debit M V,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,200-9,49.375657,-121.428274,2021-06-07,155362,2022-06-03 20:40:05 UTC,P,,,2020-03-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,$0.27 per minute,$0.27 par minute,,,,,,,,,FALSE,,,,,
ELEC,Petro-Canada EV Fast Charger,2693 Highway 97,,Kelowna,BC,V1X 4J6,,250-860-5637,E,,Public - Credit card at all times,24 hours daily; Also accepts Petro Fleet Card,A Debit M V,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,49.89506707,-119.4136584,2021-06-07,155363,2022-06-03 20:40:05 UTC,P,,,2020-03-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour; Accepte aussi les cartes de flotte Petro,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,$0.27 per minute,$0.27 par minute,,,,,,,,,FALSE,,,,,
ELEC,Petro-Canada EV Fast Charger,19971 72 Ave,,Langley,BC,V2Y 3J2,,604-532-8941  800-668-0220,E,,Public - Credit card at all times,24 hours daily,A Debit M V,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,200-9,49.133886,-122.669102,2021-06-07,155364,2022-06-03 20:40:05 UTC,P,,,2020-03-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,$0.27 per minute,$0.27 par minute,,,,,,,,,FALSE,,,,,
ELEC,Petro-Canada EV Fast Charger,1270 Lynn Valley Rd,,North Vancouver,BC,V7J 2A3,,604-988-6959  800-668-0220,E,,Public - Credit card at all times,24 hours daily,A Debit M V,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,200-8,49.337194,-123.038452,2021-06-07,155366,2022-06-03 20:40:05 UTC,P,,,2020-03-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,$0.27 per minute,$0.27 par minute,,,,,,,,,FALSE,,,,,
ELEC,Petro-Canada,915 Lakeshore Dr W,,Salmon Arm,BC,V1E 1E4,,250-832-2744  800-668-0220,E,,Public,24 hours daily,,,,,,1,,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,50.6986908,-119.2957514,2021-12-13,155371,2022-06-03 20:40:05 UTC,P,,,2020-03-01,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,Free,Gratuit,,,,,,,,,FALSE,,,,,
ELEC,SURREY MITS CT4K-GW1,1885 Clark Dr,,Vancouver,BC,V5N 1G5,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.267834,-123.07767,2023-03-16,155434,2023-03-16 00:21:55 UTC,,,,2020-04-18,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,13777 256th St.,13777 256th street,,Maple Ridge,BC,V4R 1C9,,888-356-8911,E,,Public,24 hours daily,,,,,,6,,,FLO,https://flo.ca/,GPS,49.25428,-122.513283,2023-03-16,155498,2023-03-16 00:47:22 UTC,,,,2020-04-22,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of New Westminster - Queens Park,1 3rd Ave,,New Westminster,BC,V3L 0A9,,888-356-8911,E,,Public,24 hours daily,,,,,,,2,,FLO,https://flo.ca/,GPS,49.21405,-122.90482,2023-03-16,155558,2023-03-16 00:47:22 UTC,,,,2020-04-24,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SFU EAST LOT,8911 Cornerstone Mews,,Burnaby,BC,V5A 4Y6,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.277717,-122.912132,2023-03-16,156067,2023-03-16 00:20:20 UTC,,,,2020-05-05,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Airport Square,1200 W 73th Avenue,,Vancouver,BC,V6P 6Z1,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,49.203944,-123.134583,2023-03-16,156088,2023-03-16 00:47:22 UTC,,,,2020-05-06,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Boulder Creek Rest Area,Boulder Creek Rest Area,,Kitwanga,BC,V0J 2A0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,55.072271,-128.203439,2023-03-16,156237,2023-03-16 00:47:22 UTC,,,,2020-05-13,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of Delta - South Delta Recreation Centre,1720 56 St,,Delta,BC,V4L 2B1,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.035926,-123.0662,2023-03-16,156303,2023-03-16 00:47:22 UTC,,,,2020-05-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of Coquitlam - Blue Mountain Park,957 King Albert Avenue,,Coquitlam,BC,V3J 1X4,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,49.25153,-122.864288,2023-03-16,156328,2023-03-16 00:47:22 UTC,,,,2020-05-16,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of Coquitlam - Poirier Public Library,575 Poirier Street,,Coquitlam,BC,V3J 6A9,,888-356-8911,E,,Public,24 hours daily,,,,,,3,,,FLO,https://flo.ca/,GPS,49.253388,-122.845139,2023-03-16,156329,2023-03-16 00:47:22 UTC,,,,2020-05-16,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of Coquitlam - The Tennis Centre,1650 Foster Avenue,,Coquitlam,BC,V3J 7X1,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.255786,-122.848399,2023-03-16,156330,2023-03-16 00:47:22 UTC,,,,2020-05-16,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,French Creek Harbour,1055 Lee Road,,Parksville,BC,V9P 2E1,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,49.348445,-124.3587,2023-03-16,156650,2023-03-16 00:47:22 UTC,,,,2020-05-23,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BC Hydro - Real Canadian,2155 Ferry Ave,,Prince George,BC,V2N 5E8,,866-338-3369,E,,Public,24 hours daily,,,,,,,2,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,53.887263,-122.769188,2022-04-13,156686,2022-07-26 14:30:40 UTC,P,,,2020-12-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GROCERY,,,,,,,$0.21 per minute,"$0,21 par minute",,,,,,,,,FALSE,,,,,
ELEC,BC Hydro - Port McNeill,1594 Beach Dr,,Port McNeill,BC,V0N 2R0,,866-338-3369,E,,Public,24 hours daily,,,,,,,1,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,50.590488,-127.087951,2022-04-13,156687,2022-07-26 14:30:40 UTC,P,,,2020-08-11,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,$0.21 per minute,"$0,21 par minute",,,,,,,,,FALSE,,,,,
ELEC,BC Hydro - Sqéwqel Gas Bar and Convenience,3971 Lougheed Hwy,,Agassiz,BC,V0M 1A1,,866-338-3369,E,,Public,24 hours daily,,,,,,,2,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,49.27413579,-121.7093275,2022-08-09,156688,2022-08-09 21:18:29 UTC,P,,,2022-03-10,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.21 per minute,$0.21 par minute,,,,,,,,,FALSE,,,,,
ELEC,BC Hydro,5356 W Blvd,,Vancouver,BC,V6M 3V2,,,E,,Public,24 hours daily,,,,,,,1,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,49.232205,-123.155662,2022-04-13,156733,2022-07-26 14:30:40 UTC,P,,,2022-03-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.21 per hour,"0,21 $ par minute",,,,,,,,,FALSE,,,,,
ELEC,BC Hydro,3335 Webber Ln,,Vancouver,BC,V6T 1W5,,866-338-3369,E,,Public,24 hours daily,,,,,,,2,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,49.25380733,-123.2370852,2021-12-13,156737,2022-07-26 14:30:40 UTC,P,,,2021-02-18,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,PARKING_LOT,,,,,,,Free,Gratuit,,,,,,,,,FALSE,,,,,
ELEC,BC Hydro - Fraser Valley Regional District,45950 Cheam Ave,,Chilliwack,BC,V2P 4R6,,866-338-3369,E,,Public,24 hours daily,,,,,,,2,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,49.166156,-121.95278,2022-04-13,156738,2022-07-26 14:30:40 UTC,P,,,2020-06-05,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,$0.21 per minute,"$0,21 par minute",,,,,,,,,FALSE,,,,,
ELEC,BC Hydro,3004 32nd Ave,,Vernon,BC,V1T 2L7,,855-900-7584,E,,Public,24 hours daily,,,,,,,2,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,50.264911,-119.271726,2022-08-09,156742,2022-08-09 21:18:29 UTC,P,,,2022-01-21,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,PARKING_LOT,,,,,,,$0.21 per minute,"0,21 $ par minute",,,,,,,,,FALSE,,,,,
ELEC,BC Hydro,3633 Station St,,Spences Bridge,BC,V0K 2L0,,,P,2022-10-01,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,50.421023,-121.34882,2022-04-13,156744,2022-07-26 14:30:40 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,Cullen Western Star Trucks Ltd,9300 192 St,,Surrey,BC,V4N 3R8,,604-882-0902,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,49.1754588,-122.6953353,2022-12-12,156745,2022-12-12 16:21:44 UTC,P,,,2021-10-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,,FALSE,,,,,
ELEC,City of Surrey,10588 160 St,,Surrey,BC,V4N 0A1,,,P,2022-11-15,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.1949992,-122.7793291,2022-04-13,156749,2022-04-26 16:04:15 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,City of Richmond,14300 Entertainment Blvd,,Richmond,BC,V6W 1K3,,,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.1355648,-123.0702107,2022-04-13,156753,2022-04-26 16:04:15 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,The Corporation of the City of North Vancouver,1100 3rd St E,,North Vancouver,BC,V7J 2C1,,,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.308296,-123.03946,2022-04-13,156755,2022-08-12 14:46:36 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,Township of Langley,4700 - 224 St,,Langley,BC,V2Z 1N4,,604-532-7300,P,2022-08-01,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.05177,-122.36114,2022-04-13,156756,2022-04-26 16:04:15 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,Northwoods Business Park,2155 Dollarton Hwy,,North Vancouver,BC,V7H 3B2,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,49.304583,-123.016101,2021-09-09,156777,2022-08-12 14:47:48 UTC,P,,,2021-06-15,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,FortisBC,2045 Washington St,,Rossland,BC,V0G 1Y0,,,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.0770526,-117.8026908,2022-04-13,156785,2022-04-26 16:04:15 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,FortisBC,702 4th St,,Keremeos,BC,V0X 1N3,,250-499-2711,E,,Public,24 hours daily,,,,,,,1,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,GPS,49.20507637,-119.8296399,2021-12-13,156787,2022-07-01 16:05:21 UTC,P,,,2021-07-29,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,FortisBC,233 Back Street Blvd,,Penticton,BC,V2A 0G4,,,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.4998652,-119.59352,2022-04-13,156788,2022-04-26 16:04:15 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,FortisBC,1015 Cook St,,Creston,BC,V0B 1G3,,,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.093995,-116.5148667,2022-04-13,156789,2022-04-26 16:04:15 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,
ELEC,FortisBC,214 Robinson Ave,,Naramata,BC,V0H 1N0,,,P,2022-09-01,PLANNED - not yet accessible (Public),,,,,,,,1,,Non-Networked,,GPS,49.5975054,-119.6033243,2022-04-13,156794,2022-04-26 16:04:15 UTC,P,,,,,,,,CHADEMO J1772COMBO,CA,,,,PRÉVU - pas encore accessible (Public),,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,
